losses_train,losses_eval,accuracies_eval
2.1908318996429443,5.524454132080078,0.074
2.038194179534912,5.8582062225341796,0.169
1.7276049852371216,5.3918451385498045,0.166
1.6450951099395752,5.737978683471679,0.187
1.6083118915557861,6.045249572753907,0.213
1.4934765100479126,5.622508102416992,0.195
1.4071828126907349,5.843636734008789,0.227
1.7208794355392456,5.685159225463867,0.237
1.3736696243286133,6.328199630737305,0.252
1.2394435405731201,6.094299957275391,0.24
1.2702401876449585,5.986570388793945,0.284
1.2044191360473633,6.253885040283203,0.28
1.2461154460906982,6.4976576232910155,0.288
1.1968297958374023,6.412274307250977,0.296
1.0445384979248047,6.418852920532227,0.303
