losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.05790368467569351,0.845,0.862,0.862,0.9948
0.05596739053726196,0.787,0.81,0.859,0.9986
0.12115263193845749,0.6853333333333333,0.6756666666666666,0.811,0.9974
0.03366009145975113,0.63175,0.601,0.872,0.9992
0.03275632858276367,0.5872,0.546,0.829,0.9988
0.036439936608076096,0.5345,0.4805,0.853,0.9998
0.02452082559466362,0.5065714285714286,0.46085714285714285,0.871,0.9994
0.0369112528860569,0.477375,0.401625,0.859,0.999
0.013883119449019432,0.45844444444444443,0.39755555555555555,0.886,1.0
0.012607614509761333,0.4352,0.3738,0.886,0.9998
