losses_train,losses_eval,accuracies_eval
1.422417163848877,20.042986150360107,0.0441
1.0261805057525635,17.310595634269713,0.0579
0.7096090912818909,16.80935615386963,0.0703
0.8636011481285095,20.327433345890046,0.0697
0.6439501643180847,18.544450388622284,0.0758
0.6644932627677917,17.705607715988158,0.0785
0.59773188829422,20.74004530057907,0.0804
0.42713892459869385,20.059451434898378,0.0806
0.42545974254608154,19.073338281345368,0.0795
0.42747947573661804,20.358150627708437,0.0791
0.6326107382774353,22.499868189239503,0.0789
0.342029333114624,21.4410103181839,0.0784
0.28897854685783386,18.96391562623978,0.0804
0.3054695129394531,20.78892392654419,0.084
0.28703293204307556,21.323235460472105,0.0824
0.2545012831687927,19.94831473302841,0.0802
0.2546873688697815,22.773978841590882,0.0829
0.4195893108844757,22.03192978849411,0.0847
0.4269406199455261,22.05476614189148,0.0833
0.20728760957717896,22.877338251304625,0.0823
0.2996063232421875,21.62871125793457,0.0829
0.26034605503082275,22.835376918411256,0.08
0.2863449454307556,24.05972432422638,0.084
0.21576541662216187,22.268721877670288,0.0837
0.23187541961669922,23.13356687965393,0.0785
0.18281713128089905,21.24726330127716,0.0845
0.13912813365459442,21.468252635383607,0.0851
0.15688684582710266,23.12113105840683,0.0837
0.23190422356128693,25.828137699508666,0.082
0.20945310592651367,23.998320425987245,0.08
0.15131191909313202,25.622905113601686,0.0808
0.135041743516922,24.72843236131668,0.084
0.2204635888338089,24.299620952224732,0.0827
0.1098451241850853,23.82614417104721,0.0859
0.16342830657958984,23.653060333919527,0.0832
0.1921042799949646,26.00587600183487,0.0844
0.22770115733146667,26.347804880714417,0.0838
0.05993779003620148,25.392372163200378,0.084
0.18873611092567444,25.363692118167876,0.0831
0.17099246382713318,26.234608516693115,0.0864
0.11085047572851181,26.071228912353515,0.0811
0.16081491112709045,28.991989945030213,0.0844
0.15302465856075287,28.413008404636383,0.0819
0.14940954744815826,27.6295689994812,0.086
0.049475669860839844,28.89548362169266,0.0853
0.2281477153301239,26.92824456386566,0.0808
0.05604540556669235,25.781444228458405,0.0873
0.16033989191055298,24.85733583135605,0.0839
0.0764482170343399,26.047529927539827,0.0868
0.05996842682361603,25.2634801779747,0.0891
0.10310985893011093,26.46353949737549,0.0896
0.011904306709766388,26.84363900680542,0.089
0.03612416237592697,26.84911658258438,0.0889
0.019569218158721924,27.227765005874634,0.0893
0.03093322366476059,27.948809557151794,0.0884
0.01608661562204361,28.246851988220214,0.0891
0.03775408864021301,27.85059575366974,0.089
0.07200824469327927,28.804219872951506,0.089
0.02884356677532196,28.846764972686767,0.0894
0.014384865760803223,28.990340435886385,0.0894
0.016383826732635498,29.19958776807785,0.0894
0.036935046315193176,29.92884978122711,0.0893
0.007393956184387207,29.87643098487854,0.0901
0.04329600930213928,29.87747366733551,0.0897
0.010798379778862,29.853631081581117,0.0894
0.005910538136959076,30.204238945961,0.0894
0.019508451223373413,30.124832987499236,0.0894
0.033528976142406464,29.991336096954345,0.089
0.0029492974281311035,29.834085691070555,0.0897
0.018449150025844574,30.020921502685546,0.0895
