losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.028289873152971268,0.7386161651611328,0.849,0.849,0.996
0.06747377663850784,15.837866340637207,0.4375,0.875,0.9934
0.003239564597606659,15.813496381759643,0.3006666666666667,0.902,0.9984
0.04431934654712677,23.1332179107666,0.205,0.82,0.9904
0.060157328844070435,20.332820413970946,0.1612,0.806,0.9962
0.022159531712532043,23.284653443018595,0.1415,0.849,0.9982
0.005034834146499634,21.398012659345355,0.12071428571428572,0.845,0.998
0.005841359496116638,24.547547383069993,0.10675,0.854,0.997
0.030875809490680695,21.39386455535889,0.09544444444444444,0.859,0.995
0.02217528223991394,22.874942813396455,0.0862,0.862,0.994
