losses_train,losses_eval,accuracies_eval
2.0095460414886475,5.727204528808594,0.123
1.7118847370147705,5.240283523559571,0.199
1.8645355701446533,5.33256478881836,0.198
1.7580937147140503,5.55387809753418,0.222
1.6306540966033936,5.751630599975586,0.199
