losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0005850903107784688,0.879,0.875,0.875,0.9948
0.0020372127182781696,0.7955,0.7865,0.873,0.9996
0.002227596240118146,0.745,0.7273333333333334,0.895,0.9996
0.0020593306981027126,0.6695,0.64375,0.863,0.9998
0.0020623093005269766,0.6166,0.578,0.9,1.0
0.002016702201217413,0.5725,0.5145,0.914,1.0
0.002133637433871627,0.5198571428571429,0.45457142857142857,0.894,0.9998
0.0014826582046225667,0.4805,0.394125,0.886,1.0
0.0016043620416894555,0.4524444444444444,0.3467777777777778,0.901,1.0
0.002065356122329831,0.4001,0.2798,0.819,0.998
