losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0009950177045539021,0.874,0.874,0.874,0.9952
0.010422823019325733,0.785,0.7715,0.837,0.9974
0.01962803304195404,0.724,0.7056666666666667,0.862,0.9992
0.02826659195125103,0.655,0.63225,0.832,0.9978
0.04013087972998619,0.6022,0.5766,0.871,0.9986
0.047416724264621735,0.5783333333333334,0.5386666666666666,0.876,0.9992
0.06043298542499542,0.5412857142857143,0.4908571428571429,0.866,0.9994
0.06481656432151794,0.511375,0.447375,0.86,0.9994
0.0819949135184288,0.48477777777777775,0.425,0.884,1.0
0.08861392736434937,0.4483,0.3798,0.778,0.9978
