losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0008408766007050872,0.883,0.883,0.883,0.9944
0.011874928139150143,0.789,0.78,0.863,0.997
0.019572876393795013,0.721,0.717,0.865,0.9994
0.030808445066213608,0.65025,0.6415,0.828,0.998
0.03723243996500969,0.5956,0.577,0.884,0.999
0.048730168491601944,0.568,0.5335,0.882,1.0
0.06031285226345062,0.532,0.4938571428571429,0.857,0.9994
0.06762342154979706,0.5005,0.450625,0.859,0.9996
0.0762242004275322,0.47744444444444445,0.4235555555555556,0.869,0.9998
0.0830874964594841,0.4381,0.3889,0.787,0.9982
