losses_train,losses_eval,accuracies_eval,accuracies_train
0.018140219151973724,0.658286678314209,0.861,0.9974
0.020753532648086548,0.9142573833465576,0.8295,0.9967
0.030580200254917145,1.2049742940266928,0.7776666666666666,0.9928666666666667
0.03215806186199188,1.2520707855224609,0.76475,0.98905
0.07323405146598816,1.5304823663711549,0.7244,0.98336
0.14056071639060974,1.5266407979329426,0.7198333333333333,0.9772
0.158646821975708,1.6068399069649832,0.7041428571428572,0.9681142857142857
0.1483781933784485,1.6038124313354492,0.687625,0.9577
0.23352260887622833,1.6587949710422092,0.6777777777777778,0.9417333333333333
0.34057965874671936,1.6711737180709838,0.6687,0.92654
