losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0011860174126923084,0.885,0.88,0.88,0.9952
0.008915000595152378,0.7915,0.776,0.854,0.9978
0.018440552055835724,0.7233333333333334,0.698,0.86,0.9994
0.029725586995482445,0.662,0.64175,0.817,0.9978
0.03608068451285362,0.6088,0.5794,0.879,0.9988
0.04702097922563553,0.581,0.5433333333333333,0.866,0.9996
0.0585053488612175,0.551,0.501,0.884,0.999
0.06044534593820572,0.523125,0.454875,0.853,0.9986
0.07336988300085068,0.4892222222222222,0.42133333333333334,0.863,0.9998
0.08701141923666,0.4506,0.3851,0.766,0.9984
