losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.14240887761116028,1.006553436279297,0.781,0.781,0.9812
0.025427907705307007,14.100057292938233,0.3745,0.749,0.9972
0.04541412740945816,16.247952757517496,0.2803333333333333,0.841,0.9972
0.012294113636016846,19.009514092445375,0.2275,0.91,0.9992
0.02850916236639023,20.347023278427123,0.1506,0.753,0.9942
0.005354657769203186,22.926655555725098,0.14883333333333335,0.893,0.9992
0.033831119537353516,24.96050179672241,0.12328571428571429,0.863,0.9966
0.06469697505235672,25.326672949552535,0.104125,0.833,0.9944
0.017331562936306,24.91649690246582,0.098,0.882,0.9966
0.03404970467090607,24.387002484989168,0.0823,0.823,0.996
