losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.001170031144283712,0.898,0.899,0.899,0.9968
0.011874046176671982,0.79,0.7565,0.871,0.9976
0.022577457129955292,0.7266666666666667,0.6946666666666667,0.874,0.9994
0.02980203367769718,0.6715,0.62425,0.818,0.9996
0.03819729760289192,0.6202,0.5618,0.883,0.9996
0.045687392354011536,0.6003333333333334,0.5211666666666667,0.891,1.0
0.056415073573589325,0.559,0.47314285714285714,0.875,0.9992
0.061384305357933044,0.538375,0.43675,0.844,0.9992
0.06968621164560318,0.512,0.4066666666666667,0.862,0.9998
0.07853607833385468,0.4788,0.3587,0.783,0.998
