losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.009836082346737385,0.0006617786251008511,0.878,0.878,0.9914
0.0005410929443314672,0.0030891937892884016,0.449,0.898,0.9994
0.0008163918391801417,0.002581745646893978,0.293,0.879,0.9996
0.0004136621137149632,0.002059219953371212,0.229,0.916,0.9998
0.000531089142896235,0.001869105257280171,0.164,0.82,0.9998
0.00012020629947073758,0.001524203746424367,0.15416666666666667,0.925,0.9996
0.0002466333389747888,0.0012876123918353446,0.129,0.903,0.9998
0.0002433290792396292,0.0011891616586362944,0.11475,0.918,0.9998
0.00020864573889411986,0.001048652827869066,0.101,0.909,1.0
0.0002792589948512614,0.0009352718658279627,0.0879,0.879,0.9998
