losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0004599106323439628,0.875,0.878,0.878,0.9908
0.008062038570642471,0.7955,0.7825,0.858,0.997
0.01610034890472889,0.7303333333333333,0.7336666666666667,0.856,0.9994
0.026425866410136223,0.66775,0.6635,0.799,0.999
0.033033326268196106,0.6174,0.6046,0.873,0.9986
0.042772285640239716,0.5943333333333334,0.57,0.89,0.9996
0.05455055460333824,0.5591428571428572,0.5277142857142857,0.87,0.9992
0.06431454420089722,0.52625,0.483,0.866,0.9992
0.07465651631355286,0.5043333333333333,0.4572222222222222,0.892,0.9998
0.09076663106679916,0.4727,0.4224,0.801,0.9966
