losses_train,losses_eval,accuracies_eval
1.7751293182373047,6.766364051818847,0.187
1.6269863843917847,6.57331498336792,0.1945
1.2756397724151611,6.351144771575928,0.243
1.303600788116455,7.249788173675537,0.248
1.142168402671814,6.550540264129639,0.256
1.2910542488098145,7.481380065917969,0.2595
1.205019474029541,7.190422164916992,0.273
1.1154826879501343,7.391289321899414,0.2685
1.126521348953247,7.621362098693847,0.2865
1.0851101875305176,6.769186182022095,0.3025
0.9117892980575562,7.172282606124878,0.337
0.7300170063972473,7.4047092361450195,0.34
0.7648768424987793,7.854842250823975,0.3405
0.730555534362793,7.683545698165894,0.345
0.8963828086853027,7.754145505905151,0.347
