losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.03032488189637661,0.001071517512202263,0.79,0.79,0.9606
0.0010862969793379307,0.0034559840373694895,0.4385,0.877,0.9988
0.0009604199440218508,0.0025982241065551836,0.2703333333333333,0.811,0.9992
0.000473295571282506,0.0021612946116365494,0.2075,0.83,0.9992
0.0005815985496155918,0.0018451190942898393,0.1774,0.887,0.999
0.0008841887465678155,0.0015496877351154883,0.15266666666666667,0.916,1.0
0.0002948170877061784,0.0013421951671397047,0.13071428571428573,0.915,1.0
0.00029706876375712454,0.0012047546117682942,0.112,0.896,1.0
0.000658686738461256,0.0010517202857881784,0.09933333333333333,0.894,0.9996
0.0002473043859936297,0.0009466142216231674,0.0905,0.905,1.0
