losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.02257758378982544,0.5417696475982666,0.877,0.877,0.9988
0.00841311365365982,15.861306676864624,0.3945,0.789,0.9978
0.004407972097396851,15.96386983426412,0.2976666666666667,0.893,0.9994
0.010475769639015198,21.569313450574874,0.2135,0.854,0.9978
0.002137899398803711,22.48937925815582,0.182,0.91,0.9998
0.02180984616279602,24.168846375783286,0.14183333333333334,0.851,0.9958
0.013913139700889587,20.38756267929077,0.12614285714285714,0.883,0.998
0.011174388229846954,21.040839071512224,0.108,0.864,0.9938
0.016596943140029907,24.01672575717502,0.09555555555555556,0.86,0.9964
0.01853214204311371,25.032214714813232,0.0818,0.818,0.9928
