losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0018542903708294034,0.835,0.837,0.837,0.9946
0.00970805250108242,0.731,0.7275,0.835,0.998
0.01967792958021164,0.7123333333333334,0.6926666666666667,0.865,0.9998
0.028612012043595314,0.653,0.623,0.847,0.9996
0.03855716064572334,0.6126,0.5688,0.853,0.9994
0.050631288439035416,0.5766666666666667,0.5235,0.851,0.9992
0.05769681930541992,0.5405714285714286,0.47485714285714287,0.811,0.9996
0.06520087271928787,0.5175,0.4485,0.89,0.9998
0.06912761181592941,0.4846666666666667,0.4141111111111111,0.846,0.9996
0.08943071216344833,0.4631,0.381,0.846,0.9998
