losses_train,losses_eval,accuracies_eval
2.3168907165527344,21.496668579101563,0.117
2.309678792953491,4.6129827880859375,0.101
2.3275306224823,4.612535797119141,0.102
2.3538100719451904,4.5593359069824215,0.11
2.3100578784942627,4.590806030273438,0.106
2.3043079376220703,4.571378936767578,0.115
2.256087064743042,4.57984439086914,0.11
2.2981739044189453,4.4984345092773435,0.121
2.24780535697937,4.489046081542969,0.126
2.217176675796509,4.417049835205078,0.148
2.264336585998535,4.469939758300781,0.127
2.240128993988037,4.46971484375,0.123
2.2588744163513184,4.441076721191406,0.125
2.256765365600586,4.437640075683594,0.121
2.2660882472991943,4.434517303466797,0.123
