losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.000835019105579704,0.882,0.875,0.875,0.9962
0.01135606225579977,0.7375,0.7285,0.775,0.9964
0.018696021288633347,0.6833333333333333,0.6596666666666666,0.874,0.999
0.02961679920554161,0.62925,0.58975,0.837,0.9992
0.0367220863699913,0.6078,0.56,0.913,1.0
0.04772188887000084,0.5715,0.5188333333333334,0.837,0.9994
0.05891885608434677,0.5547142857142857,0.4868571428571429,0.885,0.9998
0.06444287300109863,0.51575,0.438125,0.835,0.9994
0.07358332723379135,0.493,0.4111111111111111,0.878,0.9998
0.08446317166090012,0.4775,0.3863,0.832,0.9994
