losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0004774308472406119,0.878,0.879,0.879,0.996
0.0107736736536026,0.729,0.709,0.765,0.9958
0.01936190016567707,0.6836666666666666,0.6536666666666666,0.882,0.9998
0.02968108095228672,0.62525,0.582,0.834,0.9992
0.03903697803616524,0.599,0.556,0.908,0.9992
0.049074940383434296,0.567,0.5093333333333333,0.828,1.0
0.05828067660331726,0.546,0.4772857142857143,0.884,0.999
0.07230731099843979,0.505625,0.425375,0.845,0.9998
0.0764133632183075,0.4852222222222222,0.4073333333333333,0.885,0.9994
0.08913968503475189,0.4556,0.37,0.829,0.9992
