losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0021155113354325294,0.793,0.796,0.796,0.9834
0.010639935731887817,0.738,0.729,0.861,0.9998
0.022768331691622734,0.6826666666666666,0.663,0.814,0.9988
0.02893891930580139,0.6435,0.62225,0.911,0.9992
0.03781932219862938,0.61,0.5782,0.907,0.9992
0.04806771129369736,0.5985,0.5506666666666666,0.904,0.9998
0.05919598415493965,0.5445714285714286,0.49414285714285716,0.787,0.9994
0.06425541639328003,0.506,0.453375,0.86,0.999
0.0756530836224556,0.47433333333333333,0.41788888888888887,0.898,1.0
0.08192789554595947,0.449,0.3801,0.858,0.9988
