losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007831922266632318,0.893,0.892,0.892,0.9948
0.007686384953558445,0.8075,0.7915,0.844,0.9986
0.015261312015354633,0.7463333333333333,0.743,0.87,0.9994
0.020037874579429626,0.69725,0.701,0.836,0.9992
0.024362090975046158,0.6422,0.6498,0.889,0.9982
0.031370073556900024,0.607,0.606,0.882,0.9998
0.03795881196856499,0.5755714285714286,0.5678571428571428,0.864,0.9994
0.050972484052181244,0.539875,0.51375,0.87,0.999
0.058205746114254,0.5101111111111111,0.47744444444444445,0.876,0.9998
0.07004377990961075,0.4656,0.4251,0.787,0.999
