losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0005768463597632945,0.871,0.877,0.877,0.9964
0.002107532462105155,0.7965,0.795,0.87,0.9996
0.0020957901142537594,0.7343333333333333,0.7233333333333334,0.894,1.0
0.0020216964185237885,0.66825,0.6385,0.875,0.9996
0.0018734910991042852,0.6126,0.5748,0.901,1.0
0.0017604994354769588,0.5761666666666667,0.518,0.898,1.0
0.0016437622252851725,0.5342857142857143,0.45871428571428574,0.91,0.9998
0.001665170188061893,0.4785,0.38725,0.888,1.0
0.0019413352711126208,0.44366666666666665,0.3367777777777778,0.912,1.0
0.00198546820320189,0.3936,0.2688,0.818,0.9982
