losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.025016512721776962,0.8929410018920898,0.843,0.843,0.9946
0.003345176577568054,16.367230432510375,0.447,0.894,0.9996
0.011456780135631561,16.480662424723306,0.27666666666666667,0.83,0.9952
0.009796716272830963,19.976657220363617,0.20675,0.827,0.9962
0.008685760200023651,19.806923989105226,0.1782,0.891,0.9992
0.010322175920009613,24.886143663406372,0.15133333333333332,0.908,0.999
0.026063919067382812,24.98645395360674,0.128,0.896,0.9994
0.020618729293346405,23.129107674121858,0.09975,0.798,0.9928
0.008010521531105042,23.131051055060492,0.09577777777777778,0.862,0.9974
0.10909362882375717,25.679864860248564,0.0763,0.763,0.9872
