losses_train,losses_eval,accuracies_eval
1.9370230436325073,6.594028411865234,0.1905
1.7191100120544434,5.9044897155761715,0.1915
1.325021743774414,5.980912879943848,0.214
1.490591049194336,5.8813776092529295,0.2365
1.3622641563415527,6.103021865844727,0.2475
1.4575399160385132,6.167275257110596,0.2745
1.3258438110351562,6.9528910865783695,0.2335
1.2512248754501343,6.861963115692139,0.2585
1.1671706438064575,5.993267147064209,0.284
1.0487345457077026,6.290695041656494,0.288
0.957453191280365,6.769781488418579,0.327
0.9806539416313171,7.223009601593017,0.337
0.8340722918510437,7.548112407684326,0.328
0.9532811045646667,7.347726680755615,0.3455
1.0448681116104126,7.399387691497803,0.3475
