losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007738043204881251,0.878,0.875,0.875,0.9918
0.009333357214927673,0.7925,0.78,0.828,0.9968
0.018222589045763016,0.7356666666666667,0.7396666666666667,0.877,0.9996
0.02288028597831726,0.67225,0.671,0.822,0.998
0.023687362670898438,0.6314,0.633,0.889,0.998
0.03471994027495384,0.5965,0.5993333333333334,0.88,0.9994
0.04294461011886597,0.569,0.5595714285714286,0.869,0.9992
0.05330884829163551,0.534875,0.5125,0.86,0.9992
0.05689479783177376,0.5192222222222223,0.4928888888888889,0.88,0.9998
0.07045222818851471,0.4816,0.4464,0.792,0.9984
