losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.06129750236868858,0.793,0.796,0.796,0.913
0.08149155229330063,0.722,0.7275,0.843,0.9986
0.07047610729932785,0.6566666666666666,0.6556666666666666,0.83,0.9998
0.07578904926776886,0.61975,0.61075,0.862,0.9998
0.08274208009243011,0.5762,0.545,0.791,0.9998
0.07834293693304062,0.5506666666666666,0.5235,0.896,1.0
0.086824432015419,0.5218571428571429,0.479,0.855,0.9998
0.07696076482534409,0.487875,0.4385,0.878,1.0
0.08287446945905685,0.4514444444444444,0.402,0.872,1.0
0.08839215338230133,0.4301,0.3763,0.842,0.9998
