losses_train,losses_eval,accuracies_eval
1.962933897972107,6.647125091552734,0.141
1.7951515913009644,6.077801895141602,0.19
1.5983638763427734,5.475418380737304,0.2
1.581154704093933,5.3761103515625,0.211
1.620766520500183,5.468827529907227,0.215
1.3451244831085205,5.611126953125,0.226
1.4100128412246704,5.700337875366211,0.251
1.360000729560852,5.984065658569336,0.237
1.233809232711792,5.519706420898437,0.242
1.2744712829589844,5.914990951538086,0.248
1.1973594427108765,5.7173065795898435,0.253
1.263346791267395,6.203313888549805,0.257
1.1835567951202393,5.997092437744141,0.265
1.1454520225524902,6.231110534667969,0.28
1.2364089488983154,6.608367645263672,0.257
