losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.032494258135557175,0.6952690353393555,0.846,0.846,0.9964
0.01254233717918396,16.223825693130493,0.4275,0.855,0.9988
0.008221089839935303,18.0218670946757,0.2853333333333333,0.856,0.9986
0.05517358332872391,17.80270381450653,0.21475,0.859,0.998
0.007512308657169342,20.761426768684387,0.1744,0.872,0.9988
0.00887993723154068,21.428660915374756,0.14333333333333334,0.86,0.9968
0.01922973245382309,21.606594957079206,0.12285714285714286,0.86,0.9988
0.04601298272609711,21.659976754665376,0.104125,0.833,0.9938
0.015429206192493439,20.700623261557684,0.09655555555555556,0.869,0.996
0.018299013376235962,25.98012213344574,0.0887,0.887,0.997
