losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0004366860957816243,0.872,0.877,0.877,0.9966
0.00950674433261156,0.7825,0.77,0.849,0.9966
0.020866328850388527,0.715,0.7006666666666667,0.861,0.9988
0.029607180505990982,0.65675,0.634,0.826,0.9988
0.03857816010713577,0.6082,0.5754,0.874,0.9994
0.04795975610613823,0.5806666666666667,0.5395,0.882,0.9994
0.05674128234386444,0.5458571428571428,0.4908571428571429,0.851,0.9998
0.06562294811010361,0.5165,0.449125,0.869,0.9998
0.0727485790848732,0.49722222222222223,0.42533333333333334,0.873,0.9996
0.08663962781429291,0.459,0.3835,0.788,0.997
