losses_train,losses_eval,accuracies_eval
2.02645206451416,12.747151700973511,0.0554
1.505500316619873,9.158494804382324,0.0732
1.370510220527649,10.878293606758117,0.1022
1.148830771446228,11.271360178375245,0.0964
1.0596678256988525,13.24983815383911,0.1012
0.978672444820404,11.082306492233277,0.1292
0.9273216724395752,10.526332918548585,0.12
0.8270392417907715,10.765568511199952,0.1342
0.868829607963562,10.673964969825745,0.1374
0.7345690727233887,11.248149557876587,0.1264
0.6063388586044312,10.645967852211,0.1532
0.7633574604988098,11.259855202293396,0.1524
0.6667993068695068,11.749973152542115,0.153
0.5190359950065613,11.624264768981934,0.1552
0.4813886880874634,11.718652452278137,0.1568
