losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.022116221487522125,0.877,0.886,0.886,0.9978
0.08736754208803177,0.789,0.7875,0.863,0.9974
0.06859180331230164,0.712,0.6933333333333334,0.871,0.9986
0.06602468341588974,0.63525,0.614,0.834,0.9988
0.06970486044883728,0.5942,0.5456,0.908,0.9998
0.03271344304084778,0.5575,0.5156666666666667,0.898,0.9992
0.026694441214203835,0.5197142857142857,0.4737142857142857,0.862,0.999
0.014601575210690498,0.487,0.436125,0.87,0.9996
0.022036155685782433,0.4737777777777778,0.41755555555555557,0.87,0.9998
0.016294535249471664,0.4398,0.3832,0.781,0.9986
