losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0010862919734790921,0.882,0.881,0.881,0.9952
0.010032838210463524,0.7945,0.771,0.842,0.9982
0.016741227358579636,0.738,0.72,0.887,0.9984
0.019783854484558105,0.68025,0.67675,0.818,0.9984
0.025462927296757698,0.6274,0.6322,0.882,0.999
0.027932504191994667,0.5993333333333334,0.6015,0.899,0.9998
0.02704254351556301,0.5617142857142857,0.5625714285714286,0.858,0.9996
0.03416645526885986,0.516625,0.513875,0.861,0.9996
0.038959093391895294,0.49333333333333335,0.4856666666666667,0.869,0.9994
0.04505067691206932,0.4544,0.4473,0.773,0.9984
