losses_train,losses_eval,accuracies_eval
2.0555427074432373,6.227362823486328,0.134
1.9157861471176147,5.306424102783203,0.126
1.6898484230041504,5.552022277832031,0.179
1.8898327350616455,5.6260217132568355,0.193
1.564518928527832,5.616665084838867,0.198
