losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.06628809124231339,0.0009454068839550018,0.785,0.785,0.8764
0.0044391280971467495,0.0036189601346850397,0.4385,0.877,0.9958
0.0005648900405503809,0.0027515934718151886,0.29233333333333333,0.877,0.9994
0.00024991799728013575,0.002122099500382319,0.2245,0.898,0.9998
0.0009590099798515439,0.0019049321863800286,0.1662,0.831,0.9998
0.00017349568952340633,0.0015587741252190122,0.15283333333333332,0.917,1.0
0.0002973969967570156,0.0012899771838981125,0.12842857142857142,0.899,0.9998
0.000280232256045565,0.001202153305610409,0.11675,0.934,0.9998
0.00017453184409532696,0.0010325137078762054,0.10044444444444445,0.904,1.0
0.00017643939645495266,0.0009337587282992899,0.0885,0.885,1.0
