losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0008440141100436449,0.872,0.877,0.877,0.9942
0.009306274354457855,0.791,0.7745,0.861,0.999
0.021342290565371513,0.718,0.7106666666666667,0.879,0.9994
0.031727198511362076,0.65375,0.63325,0.825,0.9986
0.03721623495221138,0.593,0.5792,0.874,0.9988
0.04552360251545906,0.562,0.542,0.884,0.9998
0.057692527770996094,0.5337142857142857,0.49357142857142855,0.872,0.9994
0.061559680849313736,0.506875,0.452875,0.851,0.9994
0.0747474953532219,0.48344444444444445,0.42177777777777775,0.866,0.9998
0.08824795484542847,0.4516,0.3864,0.776,0.9976
