losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.000745364697650075,0.89,0.896,0.896,0.993
0.011069539934396744,0.7825,0.7785,0.857,0.9976
0.020841846242547035,0.722,0.7306666666666667,0.869,0.9988
0.02189048007130623,0.67475,0.67125,0.818,0.9968
0.025838494300842285,0.632,0.6356,0.895,0.9974
0.0260776374489069,0.6015,0.6073333333333333,0.87,0.9992
0.024193910881876945,0.5707142857142857,0.5767142857142857,0.883,0.9992
0.036414984613657,0.539125,0.532875,0.867,0.999
0.0360146164894104,0.5043333333333333,0.49633333333333335,0.861,0.9996
0.046018946915864944,0.4608,0.446,0.763,0.9974
