losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.001324615441262722,0.894,0.894,0.894,0.9942
0.012079925276339054,0.7365,0.7075,0.779,0.9974
0.023517783731222153,0.689,0.6386666666666667,0.89,1.0
0.03362636640667915,0.63775,0.58175,0.826,0.9994
0.04076340049505234,0.6224,0.553,0.904,0.9998
0.04797625541687012,0.5843333333333334,0.49983333333333335,0.844,0.9996
0.05626760423183441,0.5574285714285714,0.4595714285714286,0.868,0.9996
0.06777279824018478,0.5285,0.417375,0.832,0.9996
0.06845008581876755,0.5013333333333333,0.3831111111111111,0.893,0.9996
0.07842575013637543,0.4767,0.3506,0.819,0.9994
