losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0005866775754839182,0.878,0.881,0.881,0.9948
0.011148654855787754,0.7895,0.775,0.852,0.997
0.020219992846250534,0.7053333333333334,0.7006666666666667,0.861,0.999
0.02943604439496994,0.6425,0.63475,0.822,0.9974
0.03479313477873802,0.5862,0.5758,0.878,0.9992
0.046412572264671326,0.5563333333333333,0.5333333333333333,0.887,0.9994
0.0551418736577034,0.5224285714285715,0.4938571428571429,0.86,0.999
0.0658780187368393,0.49,0.45625,0.869,0.9994
0.07728885859251022,0.46344444444444444,0.42333333333333334,0.861,0.9996
0.08609345555305481,0.4257,0.3857,0.781,0.9986
