losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0010509787825867534,0.883,0.884,0.884,0.9944
0.008605824783444405,0.813,0.7825,0.871,0.9964
0.016066890209913254,0.7453333333333333,0.7263333333333334,0.86,0.9988
0.027057085186243057,0.68125,0.65325,0.834,0.9986
0.03529129549860954,0.6368,0.5898,0.875,0.9994
0.039175499230623245,0.6028333333333333,0.549,0.892,0.9996
0.0585615448653698,0.5715714285714286,0.5107142857142857,0.882,0.9998
0.06188845634460449,0.54,0.46825,0.852,0.9994
0.07434623688459396,0.5134444444444445,0.4381111111111111,0.884,0.9996
0.08539339154958725,0.4886,0.3978,0.777,0.9986
