losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0008724729414097965,-1,0.888,0.888,0.997
0.01364208199083805,-1,0.633,0.771,0.9962
0.027752283960580826,-1,0.5603333333333333,0.881,0.9998
0.04044122248888016,-1,0.45,0.824,0.9968
0.057322680950164795,-1,0.4162,0.908,1.0
0.07366561889648438,-1,0.3411666666666667,0.84,0.9986
0.08888830989599228,-1,0.32671428571428573,0.877,0.9998
0.10528106242418289,-1,0.292625,0.837,0.9984
0.12418802082538605,-1,0.2753333333333333,0.881,0.9998
0.14653730392456055,-1,0.2551,0.806,0.9994
