losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.11104201525449753,0.0,0.726,0.726,0.8068
0.005692495033144951,0.0,0.443,0.886,0.997
0.0012667106930166483,0.0,0.295,0.885,0.999
0.0005796144832856953,0.0,0.22625,0.905,1.0
0.0004835855506826192,0.0,0.1654,0.827,0.9986
0.000346548535162583,0.0,0.15233333333333332,0.914,1.0
0.00041938101639971137,0.0,0.12757142857142856,0.893,0.9998
0.0002545829047448933,0.0,0.1155,0.924,0.9994
0.0002594791876617819,0.0,0.1,0.9,0.9998
0.00029793588328175247,0.0,0.089,0.89,1.0
