losses_train,losses_eval,accuracies_eval,accuracies_train
0.02288668230175972,0.6553562240600586,0.865,0.9926
0.011865571141242981,1.240029052734375,0.776,0.996
0.03739145025610924,1.5235105056762694,0.7303333333333333,0.9902
0.07321785390377045,1.4721706142425537,0.71875,0.9816
0.06316522508859634,1.4601914005279542,0.73,0.98424
0.08830764144659042,1.6075094858805339,0.7111666666666666,0.9791
0.110601507127285,1.587592887878418,0.7008571428571428,0.9645714285714285
0.18495401740074158,1.658436508178711,0.67075,0.9416
0.23110826313495636,1.6424775670369467,0.6633333333333333,0.9394666666666667
0.23073585331439972,1.672100929260254,0.6637,0.92386
