losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007076729671098292,0.876,0.882,0.882,0.9962
0.010220796801149845,0.789,0.775,0.876,0.9986
0.01821354776620865,0.731,0.716,0.867,0.9998
0.027672600001096725,0.6635,0.635,0.808,0.999
0.03709312900900841,0.618,0.5888,0.883,0.9984
0.04366890713572502,0.5931666666666666,0.5473333333333333,0.88,0.9996
0.05848272517323494,0.5668571428571428,0.4937142857142857,0.866,0.9992
0.06129726395010948,0.530625,0.44625,0.855,1.0
0.07331456989049911,0.5028888888888889,0.4128888888888889,0.873,1.0
0.0820864886045456,0.4712,0.3747,0.788,0.998
