losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0006361257401295006,0.875,0.877,0.877,0.9966
0.010234489105641842,0.7825,0.7635,0.841,0.9978
0.019517753273248672,0.707,0.7136666666666667,0.861,0.9992
0.029073871672153473,0.6465,0.6425,0.812,0.9984
0.03866986930370331,0.5918,0.5748,0.876,0.9984
0.0459982194006443,0.5628333333333333,0.5481666666666667,0.884,0.9996
0.057381294667720795,0.525,0.5064285714285715,0.873,0.9996
0.0663348063826561,0.493125,0.4565,0.86,0.9992
0.07472822815179825,0.4736666666666667,0.4311111111111111,0.87,1.0
0.08632014691829681,0.4319,0.3923,0.772,0.9976
