losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0014004552504047751,0.879,0.881,0.881,0.9946
0.01094447448849678,0.7975,0.7795,0.851,0.9976
0.017829373478889465,0.7,0.7056666666666667,0.858,0.9988
0.029574589803814888,0.62225,0.63025,0.815,0.999
0.037278883159160614,0.5468,0.5878,0.87,0.9992
0.04568003490567207,0.46316666666666667,0.547,0.892,0.9996
0.061230048537254333,0.3821428571428571,0.49942857142857144,0.872,0.9994
0.0660877525806427,0.30575,0.455875,0.855,0.9986
0.07722128182649612,0.21922222222222223,0.43166666666666664,0.86,0.9998
0.08996216207742691,0.2143,0.3919,0.805,0.9972
