losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.007314864546060562,0.5329555130004883,0.894,0.894,0.9984
0.0060516297817230225,15.547982654571534,0.399,0.798,0.9982
0.0031858235597610474,14.817260413487752,0.298,0.894,0.9996
0.029004983603954315,18.76015692925453,0.20975,0.839,0.9966
0.00422176718711853,23.5598298160553,0.1798,0.899,0.9996
0.023644626140594482,22.789880891164145,0.143,0.858,0.9972
0.012694261968135834,20.16617031478882,0.12657142857142858,0.886,0.9974
0.011866681277751923,21.96018707180023,0.104375,0.835,0.997
0.007665254175662994,25.125845743603175,0.0951111111111111,0.856,0.9942
0.020187102258205414,24.35632047996521,0.0807,0.807,0.991
