losses_train,losses_eval,accuracies_eval
2.280303478240967,14.5059384765625,0.11
2.2404308319091797,4.495193969726563,0.142
2.1897261142730713,4.4814443359375,0.166
2.0180447101593018,4.307253540039063,0.218
2.0937695503234863,4.103013671875,0.24
2.1337430477142334,4.105288024902344,0.238
1.9635387659072876,4.1212680053710935,0.202
2.000615119934082,3.9235192260742187,0.264
1.9589606523513794,3.84112841796875,0.302
1.7931183576583862,3.771976257324219,0.306
1.7015029191970825,3.6121555786132813,0.326
1.6440207958221436,3.5088184814453127,0.378
1.726523518562317,3.396936767578125,0.378
1.7701146602630615,3.3771893310546877,0.39
1.6211285591125488,3.345657165527344,0.398
