losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0010368990479037166,-1,0.834,0.834,0.9918
0.011252152733504772,-1,0.646,0.873,0.997
0.027388181537389755,-1,0.5813333333333334,0.868,0.9988
0.040465086698532104,-1,0.4715,0.803,0.9982
0.05480673164129257,-1,0.3788,0.775,0.9972
0.07616791874170303,-1,0.328,0.822,0.999
0.09446794539690018,-1,0.3067142857142857,0.834,0.9988
0.11177109181880951,-1,0.280625,0.858,0.9996
0.13070236146450043,-1,0.2654444444444444,0.847,0.9988
0.15010115504264832,-1,0.2452,0.846,0.9986
