losses_train,losses_eval,accuracies_eval
2.3307220935821533,6.452363403320312,0.09
2.282748222351074,4.60215966796875,0.11
2.3084876537323,4.57956884765625,0.11
2.2606756687164307,4.520616088867188,0.182
2.2067081928253174,4.357105407714844,0.184
2.143397808074951,4.152745483398437,0.24
1.9604287147521973,3.9317495727539065,0.254
1.9283528327941895,3.771818359375,0.278
1.8811191320419312,3.741174377441406,0.256
1.8114255666732788,3.6980034790039062,0.308
1.6713545322418213,3.401942687988281,0.38
1.7013828754425049,3.291982421875,0.352
1.692389965057373,3.223282775878906,0.43
1.587104320526123,3.092988952636719,0.478
1.6497700214385986,3.0213840942382815,0.44
