losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0005621449672617018,0.887,0.889,0.889,0.994
0.00950451847165823,0.789,0.775,0.857,0.9972
0.019266733899712563,0.7303333333333333,0.7316666666666667,0.862,0.9996
0.024832772091031075,0.6745,0.67425,0.827,0.9974
0.024671072140336037,0.632,0.629,0.869,0.9988
0.027492990717291832,0.5986666666666667,0.6128333333333333,0.894,0.9996
0.030114587396383286,0.569,0.5752857142857143,0.874,0.999
0.029186639934778214,0.534625,0.534625,0.863,0.9984
0.03348463773727417,0.5144444444444445,0.5061111111111111,0.877,0.9998
0.03930119425058365,0.4775,0.4567,0.78,0.9976
