losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.053208835422992706,0.0008809799477458,0.798,0.798,0.9064
0.004841357469558716,0.002414025902748108,0.437,0.869,0.999
0.0021132580004632473,0.0024415592153867087,0.321,0.891,0.9996
0.0008658661390654743,0.0020357467085123063,0.245,0.907,1.0
0.0030447589233517647,0.00211562874019146,0.167,0.816,0.9986
0.0016802707687020302,0.002025020917256673,0.1625,0.922,1.0
0.0005845871055498719,0.0021143052343811307,0.13757142857142857,0.892,0.9998
0.0004725480393972248,0.0024849611409008504,0.124,0.923,0.9992
0.0008280443144030869,0.002735169831249449,0.10877777777777778,0.919,0.9996
0.0006877312553115189,0.0028242619037628174,0.0943,0.907,1.0
