losses_train,losses_eval,accuracies_eval,accuracies_train
1.8448747396469116,3.6199022827148437,0.346,0.364
1.6306540966033936,5.751630599975586,0.199,0.42
1.8229933977127075,6.842019012451172,0.12266666666666666,0.3586666666666667
