losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0008549020858481526,0.886,0.892,0.892,0.995
0.00888843834400177,0.7955,0.783,0.85,0.997
0.013859291560947895,0.743,0.741,0.863,0.9996
0.0218539796769619,0.67725,0.68,0.817,0.998
0.02902827598154545,0.6344,0.6286,0.884,0.9996
0.04031820222735405,0.5945,0.59,0.883,0.9998
0.047895610332489014,0.5634285714285714,0.5415714285714286,0.851,0.9988
0.06113915145397186,0.53375,0.497125,0.871,0.9994
0.07114233076572418,0.5091111111111111,0.4698888888888889,0.873,0.9992
0.08082815259695053,0.4794,0.4378,0.789,0.9978
