losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0005853059119544923,0.878,0.881,0.881,0.9926
0.010370651260018349,0.7345,0.7115,0.768,0.9942
0.020568352192640305,0.6666666666666666,0.6606666666666666,0.873,0.9994
0.03170906379818916,0.59925,0.5895,0.803,0.9994
0.04030472785234451,0.5714,0.5628,0.916,0.9994
0.05094659700989723,0.515,0.5113333333333333,0.831,0.999
0.060283735394477844,0.488,0.49228571428571427,0.889,0.9986
0.06831075251102448,0.447375,0.44525,0.842,0.9996
0.07903102040290833,0.42333333333333334,0.4232222222222222,0.876,0.999
0.09110639244318008,0.3863,0.389,0.818,0.9998
