losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0005526537424884737,0.871,0.875,0.875,0.9954
0.010633562691509724,0.789,0.7725,0.857,0.998
0.017546487972140312,0.7303333333333333,0.731,0.872,0.9994
0.02406279928982258,0.67975,0.671,0.831,0.9968
0.026843003928661346,0.6216,0.612,0.883,0.9994
0.0295523963868618,0.5895,0.5896666666666667,0.867,0.9996
0.03320389613509178,0.5582857142857143,0.553,0.858,0.9992
0.02956530451774597,0.531125,0.5225,0.853,0.9996
0.03800160065293312,0.5124444444444445,0.49366666666666664,0.874,0.9996
0.04122652858495712,0.4808,0.4616,0.782,0.997
