losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0009606459061615169,0.887,0.886,0.886,0.9954
0.009838557802140713,0.7925,0.7715,0.845,0.9976
0.01848316378891468,0.7183333333333334,0.709,0.875,0.9994
0.03219658136367798,0.66175,0.6355,0.83,0.9986
0.03721359372138977,0.6114,0.5802,0.887,0.9996
0.04257122799754143,0.5766666666666667,0.5433333333333333,0.89,0.9996
0.058504369109869,0.5487142857142857,0.49614285714285716,0.857,0.999
0.06257208436727524,0.5115,0.45175,0.854,0.9992
0.07301370799541473,0.4811111111111111,0.426,0.881,0.9996
0.08338038623332977,0.4506,0.383,0.776,0.9978
