losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0007628328166902065,0.827,0.833,0.833,0.9932
0.008034258149564266,0.756,0.725,0.867,0.995
0.020369481295347214,0.719,0.6926666666666667,0.878,1.0
0.026383204385638237,0.65225,0.6185,0.809,0.9984
0.03808179125189781,0.6076,0.5658,0.794,0.9988
0.04949968308210373,0.5623333333333334,0.5075,0.842,0.9994
0.056905440986156464,0.5375714285714286,0.4807142857142857,0.859,0.9998
0.06632373481988907,0.51225,0.45,0.859,0.9994
0.07442738115787506,0.486,0.41444444444444445,0.868,0.9996
0.08433768898248672,0.4689,0.3891,0.856,1.0
