losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.000766127253882587,0.883,0.886,0.886,0.9944
0.009234375320374966,0.7905,0.77,0.854,0.9996
0.013217935338616371,0.745,0.7443333333333333,0.879,0.9994
0.021885689347982407,0.68575,0.67825,0.82,0.9968
0.028441505506634712,0.6402,0.6158,0.885,0.9994
0.03659747540950775,0.6151666666666666,0.5788333333333333,0.891,0.9998
0.052258364856243134,0.5708571428571428,0.5321428571428571,0.869,0.9992
0.0617484524846077,0.536375,0.487,0.853,0.999
0.07210676372051239,0.5153333333333333,0.4642222222222222,0.873,1.0
0.08594541996717453,0.4779,0.4251,0.792,0.9986
