losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.11847702413797379,0.836,0.835,0.835,0.9724
0.5763371586799622,0.6635,0.6665,0.703,0.9158
0.22194722294807434,0.6043333333333333,0.5916666666666667,0.853,0.9912
0.33913296461105347,0.55725,0.5075,0.793,0.97
0.15515673160552979,0.5172,0.4666,0.881,0.9962
0.14433997869491577,0.4723333333333333,0.408,0.789,0.9908
0.17439280450344086,0.44457142857142856,0.3852857142857143,0.837,0.9962
0.10527387261390686,0.400875,0.33275,0.81,0.9958
0.10523220896720886,0.3861111111111111,0.31222222222222223,0.848,0.9984
0.11883359402418137,0.3492,0.2859,0.779,0.9978
