losses_train,losses_eval,accuracies_eval
2.354112148284912,5.622593742370605,0.05
2.3674046993255615,5.757718589782715,0.05
2.3107426166534424,5.788942153930664,0.05
2.3436717987060547,5.826484191894531,0.05
2.3301773071289062,5.856180419921875,0.05
2.3048245906829834,5.888449447631836,0.05
2.328504800796509,5.917897735595703,0.05
2.3101701736450195,5.939733985900879,0.05
2.3414876461029053,5.965194999694824,0.05
2.337921619415283,5.984277511596679,0.05
2.3048622608184814,5.9805582275390625,0.05
2.301130771636963,5.984647926330567,0.05
2.3094775676727295,5.988470771789551,0.05
2.3051962852478027,5.988177154541016,0.05
2.30391263961792,5.988865989685059,0.05
