losses_train,accuracies_eval_nme,accuracies_eval,accuracies_eval_curr,accuracies_train
0.0009623109363019466,0.87,0.872,0.872,0.9934
0.008186758495867252,0.81,0.7955,0.865,0.9978
0.015426717698574066,0.755,0.7543333333333333,0.867,0.9992
0.02304195612668991,0.69425,0.68025,0.832,0.9986
0.03219784423708916,0.6412,0.6262,0.88,0.9992
0.03703584894537926,0.6091666666666666,0.586,0.898,1.0
0.05172186717391014,0.5732857142857143,0.5308571428571428,0.885,0.9994
0.05923539400100708,0.538375,0.483,0.877,0.9996
0.0716782957315445,0.49666666666666665,0.43333333333333335,0.878,1.0
0.08605948090553284,0.4524,0.3815,0.783,0.9984
