losses_train,losses_eval,accuracies_eval,accuracies_eval_curr,accuracies_train
0.037909574806690216,0.0,0.844,0.844,0.996
0.007730230689048767,0.0,0.438,0.876,0.9996
0.00592147558927536,0.0,0.28833333333333333,0.865,0.9978
0.013455532491207123,0.0,0.2215,0.886,0.9976
0.03212086856365204,0.0,0.1568,0.784,0.9922
0.016608677804470062,0.0,0.14933333333333335,0.896,0.9988
0.03566989302635193,0.0,0.12257142857142857,0.858,0.9968
0.010891802608966827,0.0,0.110625,0.885,0.999
0.006326563656330109,0.0,0.0971111111111111,0.874,0.9966
0.03147490322589874,0.0,0.083,0.83,0.9938
